accessionVersion,lineage,sampleCollectionDate,geoLocCountry,geoLocAdmin1,authors,authorAffiliations,hostNameScientific,length,earliestReleaseDate,submissionId,groupName,dataUseTerms,dataUseTermsUrl,biosampleAccession,completeness,geoLocAdmin2,geoLocCity,insdcAccessionFull,insdcRawReadsAccession,isLabHost,specimenCollectorSampleId,totalAmbiguousNucs,totalUnknownNucs
PP_002N5L9.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15248,07/11/2021,OK649695.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999737222,,,OK649695.1,,,HRSV/B/Brazil/38213/2009,0,0
PP_002N5M7.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15250,07/11/2021,OK649696.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999802917,,,OK649696.1,,,HRSV/B/Brazil/38218/2009,0,0
PP_002N5N5.2,B.D.4,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15247,07/11/2021,OK649697.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649697.1,,,HRSV/B/Brazil/38219/2009,0,0
PP_002N5P3.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15262,07/11/2021,OK649698.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,OK649698.1,,,HRSV/B/Brazil/38220/2009,0,0
PP_002N5Q1.2,B.D.1,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15253,07/11/2021,OK649699.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999737222,,,OK649699.1,,,HRSV/B/Brazil/38221/2009,0,0
PP_002N5RZ.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15237,07/11/2021,OK649700.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999014584,,,OK649700.1,,,HRSV/B/Brazil/38222/2009,0,0
PP_002N5SX.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15244,07/11/2021,OK649701.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649701.1,,,HRSV/B/Brazil/38226/2009,0,0
PP_002N5TV.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15242,07/11/2021,OK649702.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999343056,,,OK649702.1,,,HRSV/B/Brazil/38227/2009,0,0
PP_002N5UT.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15252,07/11/2021,OK649703.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999737222,,,OK649703.1,,,HRSV/B/Brazil/38239/2009,0,0
PP_002N5VR.2,B.D.4,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15249,07/11/2021,OK649704.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649704.1,,,HRSV/B/Brazil/38245/2009,0,0
PP_002N5WP.2,B.D.4,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15245,07/11/2021,OK649705.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999277362,,,OK649705.1,,,HRSV/B/Brazil/38247/2009,0,0
PP_002N5XM.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15246,07/11/2021,OK649706.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649706.1,,,HRSV/B/Brazil/38252/2009,0,0
PP_002N5YK.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15245,07/11/2021,OK649707.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999343056,,,OK649707.1,,,HRSV/B/Brazil/38261/2009,0,0
PP_002N5ZH.2,B.D.4,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15248,07/11/2021,OK649708.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999737222,,,OK649708.1,,,HRSV/B/Brazil/38281/2009,0,0
PP_002N60F.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15263,07/11/2021,OK649709.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,OK649709.1,,,HRSV/B/Brazil/38288/2009,0,0
PP_002N61D.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15252,07/11/2021,OK649710.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649710.1,,,HRSV/B/Brazil/38299/2009,0,0
PP_002N62B.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15250,07/11/2021,OK649711.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999737222,,,OK649711.1,,,HRSV/B/Brazil/38322/2009,0,0
PP_002N639.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15253,07/11/2021,OK649712.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,OK649712.1,,,HRSV/B/Brazil/38385/2009,0,0
PP_002N647.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15263,07/11/2021,OK649713.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999802917,,,OK649713.1,,,HRSV/B/Brazil/38386/2009,0,0
PP_002N655.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15254,07/11/2021,OK649714.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999540139,,,OK649714.1,,,HRSV/B/Brazil/38440/2009,0,0
PP_002N663.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15254,07/11/2021,OK649715.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,OK649715.1,,,HRSV/B/Brazil/38442/2009,0,0
PP_002N671.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15244,07/11/2021,OK649716.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999343056,,,OK649716.1,,,HRSV/B/Brazil/38445/2009,0,0
PP_002N68Z.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15248,07/11/2021,OK649717.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649717.1,,,HRSV/B/Brazil/38449/2009,0,0
PP_002N69X.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15250,07/11/2021,OK649718.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649718.1,,,HRSV/B/Brazil/38452/2009,0,0
PP_002N6AV.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15252,07/11/2021,OK649719.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999737222,,,OK649719.1,,,HRSV/B/Brazil/38468/2009,0,0
PP_002N6BT.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15255,07/11/2021,OK649720.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999802917,,,OK649720.1,,,HRSV/B/Brazil/38480/2009,0,0
PP_002N6CR.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15250,07/11/2021,OK649721.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999737222,,,OK649721.1,,,HRSV/B/Brazil/38485/2009,0,0
PP_002N6DP.2,B.D,2010,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15250,07/11/2021,OK649722.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649722.1,,,HRSV/B/Brazil/38520/2010,0,0
PP_002N6EM.2,B.D,2010,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15242,07/11/2021,OK649723.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649723.1,,,HRSV/B/Brazil/38539/2010,0,0
PP_002N6GH.2,B.D,2010,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15252,07/11/2021,OK649725.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999737222,,,OK649725.1,,,HRSV/B/Brazil/38591/2010,0,0
PP_002N6HE.2,B.D.4,2010,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15256,07/11/2021,OK649726.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,OK649726.1,,,HRSV/B/Brazil/38600/2010,0,0
PP_002N6JC.2,B.D,2010,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15241,07/11/2021,OK649727.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.99940875,,,OK649727.1,,,HRSV/B/Brazil/38604/2010,0,0
PP_002N6KA.2,B.D.4,2010,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15253,07/11/2021,OK649728.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,OK649728.1,,,HRSV/B/Brazil/38616/2010,0,0
PP_002N6M6.2,B.D,2010,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15245,07/11/2021,OK649730.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999343056,,,OK649730.1,,,HRSV/B/Brazil/38637/2010,0,0
PP_002N6RY.2,B.D,2010,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15251,07/11/2021,OK649734.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999737222,,,OK649734.1,,,HRSV/B/Brazil/38660/2010,0,0
PP_002N6US.2,B.D.4,2010,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15248,07/11/2021,OK649737.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999737222,,,OK649737.1,,,HRSV/B/Brazil/38686/2010,0,0
PP_002N6VQ.2,B.D,2010,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15248,07/11/2021,OK649738.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999540139,,,OK649738.1,,,HRSV/B/Brazil/38727/2010,0,0
PP_002N6WN.2,B.D,2010,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15251,07/11/2021,OK649739.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649739.1,,,HRSV/B/Brazil/38880/2010,0,0
PP_002N6XL.2,B,1995,Canada,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15157,07/11/2021,OK649740.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.997372224,,,OK649740.1,,,HRSV/B/Canada/CAN2690/1995,0,0
PP_002N6YJ.2,B.D,2007,Kenya,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15251,07/11/2021,OK649741.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649741.1,,,HRSV/B/Kenya/58081/2007,0,0
PP_002N6ZG.2,B.D,2007,Kenya,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15252,07/11/2021,OK649742.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649742.1,,,HRSV/B/Kenya/58192/2007,0,0
PP_002N70E.2,B.D,2008,Kenya,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15247,07/11/2021,OK649743.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649743.1,,,HRSV/B/Kenya/58200/2008,0,0
PP_002N71C.2,B.D,2009,Kenya,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15250,07/11/2021,OK649744.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999737222,,,OK649744.1,,,HRSV/B/Kenya/58229/2008,0,0
PP_002N72A.2,B.3,1990,USA,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15195,07/11/2021,OK649745.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999671528,,,OK649745.1,,,HRSV/B/NewYork.USA/CH43II/1990,0,0
PP_002N738.2,B.3,1995,USA,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15197,07/11/2021,OK649746.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649746.1,,,HRSV/B/NewYork.USA/CH59III/1995,0,0
PP_002N746.2,B.3,1992,USA,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15188,07/11/2021,OK649747.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999014584,,,OK649747.1,,,HRSV/B/NewYork.USA/CH93-9B/1992,0,0
PP_002N754.2,B.4,1992,USA,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15188,07/11/2021,OK649748.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999540139,,,OK649748.1,,,HRSV/B/NewYork.USA/CH93-18B/1992,0,0
PP_002N762.2,B.2,1991,USA,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15210,07/11/2021,OK649749.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,OK649749.1,,,HRSV/B/Texas.USA/57097/1991,0,0
PP_002N770.2,B.3,1994,USA,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15192,07/11/2021,OK649750.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649750.1,,,HRSV/B/Texas.USA/65449/1994,0,0
PP_002N78Y.2,B.3,1994,USA,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15198,07/11/2021,OK649751.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,OK649751.1,,,HRSV/B/Texas.USA/65848/1994,0,0
